Valid_citing_DOI,Invalid_cited_DOI
10.1161/01.hyp.29.1.262,10.1161/res.78.3.415
10.1161/01.str.31.6.1289,10.1161/str.29.11.2245
10.1161/01.cir.90.2.1056,10.1161/circ.86.1.1617762
10.1603/0046-225x-30.5.925,10.1093/jee/93.5.1452
10.1525/cond.2011.100067,10.2307/3449035
10.1161/01.cir.91.7.2043,10.1161/circ.89.1.8281697
10.1002/9781119159322.ch18,10.1034/j.1600‐0447.106.s412.20.x
10.2307/40166905,10.2307/3095378
10.1145/3299887.3299899,10.5555/2034117.2034124
10.1145/2942358.2942406,10.5555/2534861.2534876
10.1161/01.hyp.38.3.434,10.1161/circ.62.1.7379273
10.17482/uumfd.539155,10.1117/12.842292.
10.1177/0002716218770642,10.2139/ssrn.1888586.
10.1161/circinterventions.108.765610,10.1161/circ.104.6.642
10.1161/01.res.72.6.1229,10.1161/res.61.1.3038367
10.1007/978-3-030-50249-2_9,10.3969/j.issn.1005-6041.2014.04.025
10.4018/ijabe.2018070102,10.1515/9780804796361
10.1161/01.res.79.5.940,10.1161/circ.89.6.8205693
10.1088/1742-5468/2006/07/p07006,10.1016/jnuclphysb.2003.08.019
10.1161/hs1001.097107,10.1161/str.27.3.550
10.2307/40166841,10.2307/2459192
10.1007/978-3-319-45102-2_17,10.1111/j.1756-8765.2008.01005
10.1161/01.cir.79.4.783,10.1161/circ.67.2.6848233
10.1161/01.str.31.7.1583,10.1161/str.15.1.6695428
10.1161/01.cir.99.25.3292,10.1161/circ.96.6.1906
10.1080/17435390.2019.1654003,10.1897/1551-5028
10.1172/jci.insight.131329,10.1038/s41366.019
10.1161/jaha.117.007118,10.1161/circ.81.3.2137733
10.1145/3178119,10.5555/2283516.2283623
10.1161/01.cir.91.6.1855,10.1161/circ.79.2.2914347
10.1161/01.cir.74.5.1107,10.1161/res.9.3.552
10.1161/01.cir.88.5.2438,10.1161/circ.83.6.2040049
10.5500/wjt.v6.i3.472,10.1159/00345852
10.1017/9781108784146.014,10.1515/9781503603400
10.1145/2991079.2991096,10.5555/1251421.1251422
10.2307/1312148,10.2307/2097089
10.4018/ijaec.2017040101,10.1007/s00500-016-2078
10.1007/978-1-4939-9127-3_14,10.1016/0160-2527(84)2990008-6
10.1080/2326716x.2014.902759,10.1016/0747-5632(93)90019-0
10.1016/s1050-4648(02)00176-6,10.1007/s101260000030
10.1029/2012gl054320,10.5194/angeo‐30‐1223‐2012
10.1007/s10597-017-0216-6,10.5750/ijpcm.v2i3.201
10.4102/sajs.v108i5/6.886,10.111/j.1467-8330.1991.tb00401.x
10.1161/01.res.83.3.322,10.1161/res.76.6.958
10.1161/atvbaha.109.200162,10.1161/circ.105.3.290
10.1161/01.res.0000146279.11923.14,10.1161/hyp.27.2.159
10.1161/hh2201.100341,10.1161/res.88.11.1176
10.1177/0009922817701172,10.1542/peds.2013-2516.
10.16919/bozoktip.556313,10.1016/j.hfc.2006.08.005.
10.1161/01.atv.0000017704.45007.1d,10.1161/hyp.37.1.46
10.1161/atvbaha.118.310778,10.1161/circ.76.1.3594774
10.1111/anu.13112,10.1111/j.1444-2906.2007.01469.x
10.1161/01.str.20.1.84,10.1161/str.12.6.7303075
10.1007/s10658-020-01975-1,10.4454/jpp.v90i3.696
10.1101/2020.11.14.382804,10.1007/s10126-012-9476-x.
10.1145/113446.113465,10.5555/800036.800941
10.1515/noise-2017-0002,10.1021/es204183
10.1161/01.res.83.7.743,10.1161/hyp.31.1.342
10.1161/01.cir.94.3.368,10.1161/circ.33.3.404
10.1161/strokeaha.117.018912,10.1161/str.28.11.2155
10.13168/agg.2020.0009,10.12898/gae2015.8.4.595
10.1145/3330345.3330373,10.5555/2388996.2389102
10.2478/s11686-011-0016-z,10.1007/s11230-009-9195-5.http://dx.doi.org/10.1007/s11230-009-9195-5
10.1525/cond.2011.100073,10.2307/3547607
10.1161/01.atv.0000209949.86606.c2,10.1161/atvb.21.8.1378
10.1161/jaha.117.006658,10.1161/res.86.6.656
10.3390/ijerph17176287,10.3389/fpsyg.2020.01426
10.1007/s12065-018-0161-5,10.5120/19647-1239
10.1080/1070289x.2012.757551,10.2307/j.ctv11hppz8
10.1161/strokeaha.108.524587,10.1161/str.28.1.77
10.1101/129437,10.1053/smrv.2002.025
10.1161/01.cir.81.4.1319,10.1161/circ.44.2.181
10.3389/fpls.2019.00358,10.1007/s00497-008-0080-81
10.1161/01.cir.102.6.e41,10.1161/circ.99.20.2645
10.1161/01.cir.99.4.578,10.1161/circ.72.1.4006120
10.3389/fpsyg.2019.02405,10.1002/mono.12404
10.3389/fmed.2020.556366,10.1016/j.jdm.2020.03.002
10.1161/01.atv.0000149378.98458.fe,10.1161/atvb.20.3.689
10.1161/hc4501.099306,10.1161/circ.81.2.2297867
10.1161/01.cir.84.6.2522,10.1161/circ.63.6.7226483
10.1080/23761407.2018.1464996,10.1921/13701240302
10.1161/01.res.0000251231.16993.88,10.1161/circ.105.9.1135
10.1007/978-3-030-11605-7_10,10.1016/0009-2509(93)80021
10.2478/s11696-012-0140-8,10.1039/c39810000611.http://dx.doi.org/10.1039/c39810000611
10.1145/2493432.2493445,10.5555/572764.881671
10.1161/01.res.40.6.536,10.1161/res.32.2.215
10.1007/s00024-017-1718-4,10.1103/59.381
10.1101/2020.03.06.979153,10.1016/j.neuron.2016.09.021.
10.1080/00062278.1999.10739719,10.28937/978-3-7873-2536-8
10.2478/s11696-009-0115-6,10.1016/j.dyepig.2006.05.014.http://dx.doi.org/10.1016/j.dyepig.2006.05.014
10.1002/9781119011071.iemp0159,10.1111/j.1468‐2958.2008.01336.x
10.1161/strokeaha.110.607697,10.1161/str.32.12.2735
10.1155/2015/634720,10.1175/1520-0442(2001)01460;4003:hdtsst62;2.0.co;2
10.1007/978-3-030-34025-4_3,10.4161/cc.9.17.12928.
10.1161/circulationaha.109.882746,10.1161/circ.104.4.399
10.1161/01.hyp.27.3.643,10.1161/res.36.6.1093748
10.1007/s40520-019-01178-7,10.3969/j.issn.1003-9198.2018.10.027
10.1002/eco.1720,10.3170/2007-7-18329
10.14778/1920841.1920975,10.5555/1513922
10.1161/circulationaha.111.022889,10.1161/circ.95.2.423
10.3280/ses2016-002008,10.4309/jgi.2006.18.
10.1161/01.res.39.2.200,10.1161/res.37.3.1157220
10.1161/01.hyp.0000101689.64849.97,10.1161/hyp.26.1.199
10.1161/str.0b013e318208eb99,10.1161/circ.98.16.1597
10.33689/spormetre.536451,10.1515/ssr-2015-0020.
10.1016/b978-072160361-2.50015-6,10.3109/03093640409167920
10.1002/2013jb010762,10.1016/0040‐1951(95)00070‐4
10.2478/v10001-009-0024-5,10.2478/v1001-009-0006-7
10.1161/01.cir.42.2.335,10.1161/circ.17.4.750
10.1136/bmjopen-2019-030300,10.1176/appi.ajp.100.4.480
10.1002/cphy.c160037,10.1042/
10.1161/strokeaha.110.600452,10.1161/str.20.1.2643202
10.1161/01.cir.77.1.43,10.1161/res.51.1.6282497
10.1177/0959683614556390,10.1177/0959683614556387.
10.1007/978-3-030-34272-2_2,10.3390/s18082663.
10.4161/21505594.2014.965586,10.4049/jimm-unol.177.7.4679
10.2478/s11696-014-0609-8,10.1126/science.52.1354.562.http://dx.doi.org/10.1126/science.52.1354.562
10.1080/02533839.2017.1335619,10.2307/41288338
10.1007/s10049-016-0131-3,10.1186/cc12523
10.1161/01.str.27.2.303,10.1161/str.25.7.8023357
10.1145/1238844.1238854,10.5555/60592.60602
10.1145/2813448.2813515,10.1145/2792838.2798723
10.1161/01.cir.47.3.499,10.1161/circ.38.2.240
10.1161/circresaha.113.301446,10.1161/res.65.3.2548761
10.1215/9780822373865-092,10.2307/j.ctv11cw52m
10.3748/wjg.v21.i16.4875,10.1371/journal.pone
10.1161/01.atv.0000071701.62486.49,10.1161/circ.103.8.1071
10.1161/01.cir.30.3.358,10.1161/circ.2.4.513
10.1161/circ.90.5.7832874,10.1161/circ.85.6.1591846
10.1161/01.atv.0000204634.26163.a7,10.1161/circ.82.6.2146991
10.1161/01.cir.96.10.3396,10.1161/res.67.3.1697794
10.1007/s11240-016-1133-z,10.3109/1052029950910819
10.1161/str.25.9.1885b,10.1161/str.24.8.8342193
10.1161/hy1101.096109,10.1161/res.62.4.3280155
10.1145/3173386.3173568,10.5555/2906831.2906851
10.1002/2014jc010662,10.1175/1520-0485(2004)034
10.1002/2017wr020917,10.1680/wama.2008.161.1.3
10.1161/atvbaha.119.312004,10.1161/res.87.12.1095
10.1161/01.res.55.4.486,10.1161/res.49.5.7296780
10.1002/ajpa.22831,10.4000/paleo.1043
10.1002/jpen.2017,10.1002/jpen.1031
10.1101/2020.04.09.034249,10.18637/jss.v067.i0
10.3389/fmicb.2016.00993,10.1034/j.1399-3054.2002.1140407
10.1117/1.jbo.20.9.090503,10.1684/ejd.2008.0508
10.2307/1368807,10.2307/4219730
10.1161/01.atv.0000154141.66879.98,10.1161/hyp.32.3.488
10.1161/01.hyp.0000188980.57312.63,10.1161/circ.92.6.1387
10.1007/978-3-658-16342-6_16,10.1145/1378358.1378359
10.1080/17549507.2016.1221457,10.1111/j.1365-2702.2009.02797
10.1161/01.cir.65.5.969,10.1161/circ.60.2.445753
10.1161/01.cir.60.7.1559,10.1161/res.33.6.633
10.1007/s12671-020-01345-2,10.4172/2378-5756.1000258
10.1080/00918369.2016.1172893,10.7870/cjcmh-2011–0021
10.1080/00380237.2018.1431506,10.23979/fypr.45026
10.1155/2014/174123,10.1016/s0360-83529700266-0
10.1161/strokeaha.113.001346,10.1161/str.32.4.933
10.1007/s11682-018-9923-z,10.1111/jedm.12050.
10.1145/3302541.3313104,10.5555/832270.833803
10.1074/jbc.m201963200,10.1097/60-2-147
10.2307/1296338,10.2307/61065
10.1182/blood.2020008768,10.1182/blood.2020008367
10.1145/2661829.2661965,10.5555/2740769.2740831
10.1145/3240508.3240666,10.5555/1927006.1927035
10.1161/01.cir.74.4.890,10.1161/circ.70.3.6744546
10.3390/electronics9091525,10.5923/j.mm.20130301.01
10.1007/978-981-13-6861-5_19,10.1109/races.2014.6799514
10.1074/jbc.272.3.1677,10.1126/science.256.5058.825
10.1161/hypertensionaha.107.097964,10.1161/circ.74.3.3742748
10.1161/circulationaha.105.562777,10.1161/res.68.6.1709839
10.1080/21645515.2020.1757990,10.18821/0507-4088-2017-62-2-73-80
10.1145/2807591.2807646,10.5555/1137817
10.1161/strokeaha.113.001684,10.1161/str.33.2.449
10.1161/01.cir.93.1.18,10.1161/circ.86.3.1516183
10.1001/jamafacial.2018.0317,10.1001/archfaci.2009.33
10.1161/hc4301.098249,10.1161/circ.91.10.2528
10.1161/strokeaha.108.531608,10.1161/str.27.1.69
10.1177/0003489420962124,10.1007/s00383-010-2716-0.
10.1080/19336934.2017.1372068,10.4172/jdsca.1000103
10.1161/atvbaha.116.308723,10.1161/circ.103.3.448
10.17116/terarkh201688475-81,10.5829/idosi.wasj.2014.30.mett.61
10.1186/s40352-018-0059-4,10.5694/mja13.11062.
10.1080/00909882.2016.1225161,10.1080/00243171.2014.962683
10.2310/7750.2011.10033,10.1016/.jaad.2007.09.010
10.1145/146628.139726,10.1145/36206.36193
10.1161/jaha.113.000507,10.1161/circ.104.22.2649
10.2134/agronj2019.04.0275,10.1007/s10533‐018‐0489‐z
10.1161/strokeaha.110.589234,10.1161/str.31.3.680
10.1525/jams.2013.66.2.523,10.2307/25172849
10.5951/jresematheduc.44.2.0372,10.2307/1466814
10.1002/9781119300762.wsts0182,10.1038/s41396‐019‐0352‐9
10.2134/ael2018.02.0007,10.1007/s00704‐009‐0169‐y
10.1080/14742837.2017.1344547,10.17813/maiq.11.2.3204855020732v63
10.1161/01.cir.101.16.1925,10.1161/circ.95.1.176
10.1161/strokeaha.110.584797,10.1161/str.23.5.1579958
10.1101/452359,10.1038/ncomms6524.
10.1369/0022155420961361,10.2337/diab.37.3.286.
10.1080/1612197x.2014.993682,10.1080/1041320090279532
10.1369/0022155420980071,10.1136/bjo.2003.038497.
10.4161/cib.2.1.7504,10.1104/pp.109.129957
10.1007/s11064-017-2406-6,10.1016/j.nut.2012.11.07
10.3389/fpls.2020.00731,10.1007/s10142-016-0476-471
10.1007/s10158-018-0221-7,10.1016/j.neuropharm.2018.0.036
10.1161/01.cir.95.5.1314,10.1161/hyp.26.1.101
10.1161/circep.109.889741,10.1161/res.72.4.8443873
10.1161/01.res.86.2.121,10.1161/circ.98.14.1422
10.1007/978-3-642-55262-5_5,10.1073/pnas.12154041110
10.1145/2804302.2804307,10.5555/1765871.1765921
10.1177/0001839216629644,10.1371/journal.pmed.0020124.
10.1145/3359789.3359822,10.5555/646130.679965
10.1007/s00107-018-1301-4,10.15376/biores.4.1.370-404
10.1002/2014jb011086,10.2973/odp.proc.ir.139.102
10.1093/jac/dkaa331,10.1101/
10.1161/01.atv.20.2.298,10.1161/circ.99.14.1776
10.3390/app9071464,10.3923/jeasci.2017.628.635
10.1161/01.str.15.4.690,10.1161/str.8.4.408948
10.1002/9781119159322.ch17,10.1097/00004583‐199703000‐00014
10.1161/circulationaha.109.863209,10.1161/circ.105.7.784
10.1038/srep20315,10.1016/j.tplants.2005
10.1161/01.hyp.33.4.937,10.1161/hyp.31.1.335
10.1007/s10603-020-09465-x,10.1007/s1060
10.5093/jwop2019a18,10.1111/joop.1212810.1111/joop.12128
10.25092/baunfbed.848234,10.3390/math8060908
10.1161/hypertensionaha.107.096891,10.1161/circ.96.1.220
10.1080/01612840.2016.1206153,10.1111/j.1365-2850.2007.01205
10.1080/02726351.2015.1089962,10.1016/s0043-1354(98)00207-3.
10.1145/3267851.3267893,10.5555/1780402.1780438
10.1161/01.res.46.3.415,10.1161/res.42.5.639190
10.3389/fchem.2018.00223,10.1038/nature07666.
10.1161/01.cir.87.5.1769,10.1161/circ.87.5.8491023
10.1161/01.cir.57.2.385,10.1161/circ.49.4.772
10.3390/s110707037,10.1117/12.485230.
10.3367/ufne.0179.200901b.0035,10.1080/0141861011006774-3
10.1007/978-3-030-45421-0_6,10.5210/bsi.v.22i0.4180
10.1007/978-981-32-9072-3_72,"10.1016/0020-7683(88),90091-1"
10.1161/circresaha.107.152439,10.1161/res.88.9.888
10.1145/3283812.3283820,10.5555/2337223.2337343
10.1007/s00423-018-1655-4,10.1001/archsurg.2009.192.
10.3390/f8110427,10.1007/978-90-481-3301-7-14
10.1515/rams-2018-0027,10.18502/keg.v1i1.499:10.18502
10.2478/s11686-013-0119-9,10.1093/nar/25.24.4876.http://dx.doi.org/10.1093/nar/25.24.4876
10.1161/01.str.29.1.126,10.1161/str.19.5.3363593
10.1007/s11117-019-00649-5,10.1016/indag.2013.02.003
10.2478/s11756-020-00545-4,10.1105/tpc016238
10.1161/01.cir.99.22.2876,10.1161/circ.92.6.1393
10.3390/su12229709,10.1453/jest.v5i1.1574
10.1177/1078087418770807,10.1111/pops.12351.
10.1080/13607863.2019.1695741,10.1186/1471-2318/11/75
10.1007/978-3-662-56802-6_14,10.1002/1099-0984(200009/10)14:53.0.co;2-3
10.1080/15548732.2019.1612498,10.1606/1044–3894.131
10.2307/1368200,10.2307/2460744
10.1002/9781119176817.ecm2104,10.1002/1097-0207(20010120)50
10.1145/2983323.2983821,10.5555/1953048.2078186
10.1161/01.cir.101.1.86,10.1161/res.44.4.428053
10.1007/s00508-016-1098-2,10.1002/ejhf.592.
10.1145/2591062.2591158,10.5555/2486788.2486940
10.1145/278298.278305,10.5555/1709404.1709409
10.1190/geo2016-0016.1,10.1016/j.cej.2012.01.076.
10.1086/429240,10.1093/jnlids/176.5.1129
10.1161/01.cir.95.3.553,10.1161/res.64.1.2535797
10.1161/01.str.13.4.519,10.1161/str.11.1.7355436
10.1161/01.atv.0000156877.94472.a5,10.1161/atvb.21.12.2093
10.3233/bmr-181355,10.1002/146
10.3389/ffgc.2019.00092,10.1111/btp.12713.
10.1145/3201064.3201080,10.5555/2911290
10.1161/hypertensionaha.107.106310,10.1161/circ.91.3.734
10.3389/fpsyg.2019.01601,10.1207/s15327957pspr02034
10.1002/9781119568124.ch38,10.1111/j.1467‐7687.2011.01054.x
10.1007/s12520-020-01137-8,10.1007/s12520-020-01142-x
10.1080/21645515.2020.1744364,10.3760/cma.j.0254-5101.2018.12.007
10.3389/fninf.2014.00029,10.1007/978-1-62703-447-0-22
10.1007/s11056-017-9587-3,10.1890/0012-9658(2000)081
10.1161/01.cir.0000070950.17208.2a,10.1161/circ.93.11.2019
10.1161/01.cir.63.1.87,10.1161/res.42.3.624151
10.1161/01.cir.90.5.2525,10.1161/circ.84.6.1959187
10.1145/2736277.2741090,10.5555/1881151.1881152
10.1145/2882903.2882920,10.5555/1315451.1315478
10.1161/01.res.74.5.774,10.1161/res.70.4.1551205
10.1177/2333794x17720330,10.1016/j.ijheh.2016.05.001.
10.1007/s10586-017-1384-4,10.1002/spe.995/full
10.3835/plantgenome2012.07.0017,10.1093/biomet/52.3‐4.591
10.1161/01.atv.0000240420.36229.f9,10.1161/circ.101.1.111
10.1080/2162402x.2020.1737369,10.1146/annurev-immunol-041015
10.2522/ptj.20160367,10.3747/co.23.3099
10.1007/978-981-13-9012-8_12,10.14429/dsj/66.8873
10.1007/s00508-019-1500-y,10.3389/fpubh.2014.00251/abstract
10.1161/01.res.0000240500.96746.ec,10.1161/hyp.35.5.1160
10.1161/01.cir.103.18.2303,10.1161/circ.98.17.1728
10.1080/07481187.2016.1145156,10.1097/00005053–199805000-00001
10.1161/01.atv.19.10.2456,10.1161/atv91.14.8.8049184
10.1161/01.cir.99.3.392,10.1161/res.67.4.2170052
10.1145/2983923,10.5555/1784074.1784138
10.1007/s00138-016-0776-4,10.1007/978-3-319-09903-320
10.1029/2018ea000412,10.1201/9780429246593
10.1161/01.res.39.2.223,10.1161/res.4.4.357
10.1063/5.0007312,10.3969/j.issn.1001-5620.2017.05.009
10.3835/plantgenome2015.02.0006,10.1111/j.1365‐3059.2009.02148.x
10.1080/07315724.2020.1788471,10.5251/ajfn.2015.5.2.35.48
10.1161/01.hyp.0000047877.36743.fa,10.1161/hyp.37.2.433
10.1002/solr.202000111,10.1021/cg070499
10.1007/s00520-016-3182-6,10.1371/journal.pone.01241692015
10.3390/healthcare8040358,10.4323/rjlm.2019.395
10.1017/9781108297868.002,10.5325/j.ctv14gp4w7
10.1145/3373376.3378530,10.5555/2685048.2685095
10.1007/s10620-020-06451-8,10.1007/s10620-020-06368-2
10.3389/fphar.2019.00258,10.3390/molecules21091159.
10.1161/01.cir.0000032135.98011.c4,10.1161/circ.105.5.564
10.1161/01.cir.60.1.130,10.1161/circ.45.5.1065
10.1128/jcm.03585-14,10.1371/journal.pone.0002957
10.1145/3297280.3298912,10.5555/2032603.2032605
10.1145/3139315.3139321,10.5555/2470004
10.1161/hc0802.105564,10.1161/res.80.1.76
10.1161/01.res.0000196867.12470.84,10.1161/res.87.3.228
10.1080/10573569.2016.1216342,10.2307/2346101
10.1002/2016ja022886,10.1063/1.1484879
10.1017/9781316421888.017,10.1515/9780691214122
10.1161/01.str.11.6.637,10.1161/str.11.5.7423581
10.2478/s11696-009-0007-9,10.1016/j.carres.2003.11.012.http://dx.doi.org/10.1016/j.carres.2003.11.012
10.1177/0890334415601093,10.1038/gimo17.
10.1161/jaha.113.000433,10.1161/res.79.5.940
10.1145/1882261.1866173,10.5555/1304599.1305034
10.1161/01.res.30.3.274,10.1161/res.28.4.470
10.1007/s10649-019-09930-6,10.1007/213394-019-00299-6
10.1080/1047840x.2016.1153947,10.1348/014466604×18974
10.1038/s41396-020-00763-3,10.1371/journal.pone.0032728.
10.1145/3377930.3390164,10.5555/1644490.1644491
10.1080/13854046.2019.1590643,10.1093/arclin/acu038
10.1145/2882903.2882950,10.5555/1953048.2021068
10.1145/2566664,10.5555/839295.843683
10.1161/01.atv.18.12.1844,10.1161/atvb.17.1.217
10.1007/s11829-017-9555-z,10.1371/journal.pone.005991
10.1007/s11274-020-02980-6,10.5829/idosi.wjfpb.2012.3.1.303
10.2307/4083834,10.2307/2458798
10.1007/s00779-018-1135-4,10.1007/s11277-017-5044-
10.1080/13603116.2015.1081635,10.1080/02607476.2010.512847
10.3389/fpsyg.2019.02131,10.1007/s10803-018-3607-3609
10.1007/s00203-016-1245-1,10.4454/jpp.v92i3.302
10.2478/s11686-014-0205-7,10.1007/s00436-007-0546-3.http://dx.doi.org/10.1007/s00436-007-0546-3
10.1039/c5fo00987a,10.1038/ismej.2015
10.3390/pharmacy7040170,10.5688/ajpe816116
10.1145/3196709.3196784,10.5555/1780402.1780404
10.1161/01.hyp.35.1.348,10.1161/hyp.26.6.1154
10.1038/s41564-020-0761-6,10.17504/protocols.io.bh6mj9c6
10.1525/sp.2014.12193,10.2307/3649372
10.1161/jaha.119.017483,10.1161/circ.92.7.1954
10.2147/tcrm.s261303,10.5372/1905-7415.0503.043
10.1002/9781119414018.ch8,10.1016/s0378‐5173(02)00129‐1
10.1145/3386253,10.5555/2857070.2857153
10.1145/3372780.3375560,10.5555/2133429.2133560
10.3390/rs11171970,10.17265/2162-5263/2014.05.005
10.1161/01.atv.18.1.108,10.1161/circ.88.6.8252706
10.1080/10810730.2013.825664,10.1007/s11606–010-1552–1
10.1161/circulationaha.106.631093,10.1161/circ.102.18.2276
10.1002/jcad.12126,10.1111/j.1939-0025.1982.tb01456
10.1145/2837614.2837656,10.5555/2555692.2555707
10.1145/3272127.3275029,10.5555/1731309.1731311
10.1063/1.1925782,10.1038/354056a010.1038/363603a0
10.1161/01.res.53.2.264,10.1161/res.8.4.780
10.1161/01.cir.92.7.1954,10.1161/circ.53.2.128423
10.1158/1055-9965.epi-12-0646,10.1093/humrep/
10.1161/strokeaha.107.509091,10.1161/str.30.12.2637
10.1161/01.cir.0000146846.00816.dd,10.1161/circ.103.21.2531
10.1016/j.ecoleng.2017.02.042,10.24266/0738-2898-28.4.244
10.1161/01.cir.68.5.1029,10.1161/circ.65.4.7060245
10.1007/978-981-13-0445-3_19,10.1016/j.gie
10.1161/01.cir.0000012466.50373.e8,10.1161/circ.93.1.135
10.1007/s40496-020-00254-6,10.1016/j.joen.2010.07.001.
10.1002/9781119159322.ch52,10.1111/j.2044‐8333.1998.tb.00355.x
10.1117/1.jrs.10.036014,10.1109/34.24467510.1109/34.244675
10.1161/01.cir.46.3.514,10.1161/circ.44.5.833
10.1161/cir.0000000000000757,10.1161/str.28.10.1908
10.1177/0267658317750219,10.3389/fpsyg.2016.01284).
10.1161/01.atv.20.9.2167,10.1161/circ.96.4.1122
10.1073/pnas.95.4.1864,10.1101/lm.1.3.180
10.1111/ene.14104,10.1684/epd.2019.1065
10.1002/2016jf003909,10.1126/science.aab238
10.1161/01.cir.13.3.404,10.1161/circ.8.4.585
10.3389/fphys.2019.01101,10.2165/00128071-200304040-200304044
10.1007/s11082-017-1073-9,10.1163/156939310790966114
10.1161/01.cir.74.6.1371,10.1161/circ.67.3.6217920
10.1002/9781118585948.ch16,10.1016/s0010‐440x(98)90064‐5
10.1039/b612726f,10.1002/chem.200604302
10.1161/01.hyp.0000037131.41957.a8,10.1161/hyp.36.1.142
10.1145/2094072.2094073,10.5555/1778666.1778679
10.3280/ses2018-001005,10.1177/146247451142468
10.3389/fpls.2016.01366,10.1006/j.2000.4315
10.1007/s10676-018-9451-y,10.5325/j.ctv14gp4w7
10.1161/01.res.0000036901.58329.d7,10.1161/atvb.15.9.1512
10.1089/hs.2016.0105,10.15585/mmwr.su6503a11
10.1201/9781420053432.ch12,10.1117/1.279408
10.3389/fpsyt.2019.00208,10.​1002/pon.4237
10.1161/01.str.15.1.60,10.1161/str.9.5.705832
10.3928/01484834-20081101-06,10.3928/01484834-20040401-04
10.1161/01.cir.73.6.1310,10.1161/circ.59.6.436214
10.1002/9781119568124.ch38,10.1123/jsep.2017‐0013
10.1590/1809-4430-eng.agric.v40n6p800-808/2020,10.2136/sssaj2003.9370
10.1161/01.cir.56.3.335,10.1161/circ.54.3.181172
10.1161/01.cir.99.10.1385,10.1161/circ.67.6.6851031
10.1161/01.res.86.6.622,10.1161/hyp.30.1.29
10.1161/01.cir.98.1.47,10.1161/circ.77.4.3349581
10.1108/ijpdlm-10-2018-0358,10.5171/2018.93124
10.1111/joca.12089,10.2307/2489690
10.1145/113446.113453,10.5555/36583.36604
10.1007/s11908-019-0684-7,10.1086/345907.
10.1177/0046958018817994,10.1377/hlthaff.2010.0394.
10.3280/mc2013-003005,10.1016/j.jbusvent.2003.12.00
10.1145/278459.258589,10.5555/794190.794550
10.5406/jamerethnhist.31.4.0012,10.2307/1034842
10.1161/hs0402.105337,10.1161/str.31.2.415
10.1161/01.cir.54.4.684,10.1161/circ.43.5.738
10.1049/htl.2018.5055,10.3923/ajit.2016.199.210
10.1080/09540121.2017.1281879,10.1007/s10461-010-9683-0
10.3389/fncel.2015.00302,10.1002/(sici)1097-0231(19980615)12:11683::aid-rcm2183.0.co;2-n
10.1080/10646175.2013.857369,10.1111/j.1753–9137.2010.01090.x
10.1177/1369148118768188,10.1057/s41295-017-0111-0.
10.1161/strokeaha.111.000466,10.1161/str.32.9.2137
10.1161/01.hyp.34.3.415,10.1161/hyp.29.4.999
10.1145/2020976.2020990,10.5555/645482.653457
10.1161/01.cir.82.3.709,10.1161/circ.54.1.1277411
10.1145/3433148.3433151,10.5555/2017264.2017272
10.1177/1550059418767584,10.1016/j.pscychresns.2004.06.008.
10.1161/01.hyp.0000100443.09293.4f,10.1161/res.88.2.e14
10.1155/2013/862628,10.1007/112-2006-0606
10.1161/01.cir.0000109481.73788.2e,10.1161/circ.54.5.975472
10.1186/s41938-020-00270-9,10.3923/ajps.3013.1.10
10.2478/s11696-014-0541-y,10.1021/ef9700339.http://dx.doi.org/10.1021/ef9700339
10.1063/5.0020445,10.1063/1.5116280
10.1111/jep.12260,10.1186/1472‐6963‐8‐147
10.1161/circresaha.116.305697,10.1161/hyp.37.2.670
10.1080/01973533.2013.803966,10.1037/0022–3514.73.4.805
10.1186/s12879-018-3587-6,10.1186/s12879-015-0956-2.
10.1007/s10508-019-01547-3,10.1080/10720162.2013.772874
10.1145/3287560.3287564,10.5555/3122009.3122023
10.1161/01.atv.0000231518.86795.0f,10.1161/res.88.3.325
10.1007/978-3-319-60366-7_33,10.1145/249962
10.1080/01436597.2018.1432351,10.1016/j.jclepro.2012.12.025.
10.1161/circep.108.846022,10.1161/res.64.3.2917378
10.1089/wound.2019.1103,10.3791/50405.
10.1161/01.cir.91.3.776,10.1161/circ.54.3.947567
10.1111/anzs.12294,10.3141/1771‐06.
10.1099/mic.0.044461-0,10.1136/vr.123.13.350.
10.1155/2015/521481,10.1136/bmj.38313.513310.f7
10.1161/hypertensionaha.111.188714,10.1161/res.39.6.1000771
10.1080/10410236.2019.1683952,10.1080/1357628005007543
10.1145/3242734.3242736,10.5555/767802.769249
10.2307/40166729,10.2307/2459653
10.1161/circulationaha.109.893107,10.1161/res.67.4.2208618
10.1002/2013wr013871,10.1111/j.1745‐6584.1980.tb03397.x
10.1016/j.rhm.2015.06.013,10.1016/50140-6736(11)61786-8
10.1190/int-2020-0016.1,10.1130/2005.2394(08)
10.1007/s12668-020-00786-2,10.15171/apb.2016.006
10.1074/jbc.m010211200,10.1101/gad.14.9.1048
10.31680/gaunjss.518094,10.1007/s10964-008-9309-4.
10.1161/01.res.82.11.1111,10.1161/circ.96.5.1580
10.1161/01.cir.57.3.634,10.1161/circ.53.2.1245036
10.1161/strokeaha.107.181486,10.1161/str.30.3.508
10.1161/01.str.30.3.495,10.1161/str.26.12.2222
10.1007/s11165-018-9760-5,10.1007/sl0956-005-7198-9
10.1161/01.cir.61.3.568,10.1161/circ.57.3.564244
10.1161/01.cir.75.4.733,10.1161/circ.38.5.987
10.1161/01.cir.0000145118.55201.15,10.1161/atvb.22.2.300
