Invalid_cited_DOI,Cleaned_prefix_DOI
10.1002/adma.200401057.http://dx.doi.org/10.1002/adma.200401057,10.1002/adma.200401057
10.1021/ja00162a022.http://dx.doi.org/10.1021/ja00162a022,10.1021/ja00162a022
10.1088/0022-3727/32/14/20http://dx.doi.org/10.1088/0022-3727/32/14/20,10.1088/0022-3727/32/14/20
10.1016/j.bios.2010.05.008.http://dx.doi.org/10.1016/j.bios.2010.05.008,10.1016/j.bios.2010.05.008
10.1016/j.jinorgbio.2005.04.012.http://dx.doi.org/10.1016/j.jinorgbio.2005.04.012,10.1016/j.jinorgbio.2005.04.012
10.1159/000323001.http://dx.doi.org/10.1159/000323001,10.1159/000323001
10.1016/j.amjcard.2006.11.025.http://dx.doi.org/10.1016/j.amjcard.2006.11.025,10.1016/j.amjcard.2006.11.025
10.1016/j.jaap.2008.06.008.http://dx.doi.org/10.1016/j.jaap.2008.06.008,10.1016/j.jaap.2008.06.008
10.1007/s00436-005-1318-6.http://dx.doi.org/10.1007/s00436-005-1318-6,10.1007/s00436-005-1318-6
10.1021/ja101579v.http://dx.doi.org/10.1021/ja101579v,10.1021/ja101579v
10.1016/0022-1902(78)80334-0.http://dx.doi.org/10.1016/0022-1902(78)80334-0,10.1016/0022-1902(78)80334-0
10.1007/s10853-008-3175-z.http://dx.doi.org/10.1007/s10853-008-3175-z,10.1007/s10853-008-3175-z
10.1039/b106546g.http://dx.doi.org/10.1039/b106546g,10.1039/b106546g
10.1021/jf073535l.http://dx.doi.org/10.1021/jf073535l,10.1021/jf073535l
10.1016/j.colsurfb.2011.06.037.http://dx.doi.org/10.1016/j.colsurfb.2011.06.037,10.1016/j.colsurfb.2011.06.037
10.1021/ma900141g.http://dx.doi.org/10.1021/ma900141g,10.1021/ma900141g
10.1002/elps.200700193.http://dx.doi.org/10.1002/elps.200700193,10.1002/elps.200700193
10.2174/1874343900802010058.http://dx.doi.org/10.2174/1874343900802010058,10.2174/1874343900802010058
10.1021/ic50200a009.http://dx.doi.org/10.1021/ic50200a009,10.1021/ic50200a009
10.1006/abio.2001.5604http://dx.doi.org/10.1006/abio.2001.5604,10.1006/abio.2001.5604
10.1016/j.memsci.2009.12.020.http://dx.doi.org/10.1016/j.memsci.2009.12.020,10.1016/j.memsci.2009.12.020
10.1016/j.elecom.2010.06.037.http://dx.doi.org/10.1016/j.elecom.2010.06.037,10.1016/j.elecom.2010.06.037
10.1016/j.jinorgbio.2004.11.016.http://dx.doi.org/10.1016/j.jinorgbio.2004.11.016,10.1016/j.jinorgbio.2004.11.016
10.1021/j150544a022.http://dx.doi.org/10.1021/j150544a022,10.1021/j150544a022
10.1016/j.jep.2006.09.011.http://dx.doi.org/10.1016/j.jep.2006.09.011,10.1016/j.jep.2006.09.011
10.1016/j.synthmet.2012.02.024.http://dx.doi.org/10.1016/j.synthmet.2012.02.024,10.1016/j.synthmet.2012.02.024
10.1016/j.compchemeng.2008.07.012.http://dx.doi.org/10.1016/j.compchemeng.2008.07.012,10.1016/j.compchemeng.2008.07.012
10.1016/j.jinorgbio.2007.07.002.http://dx.doi.org/10.1016/j.jinorgbio.2007.07.002,10.1016/j.jinorgbio.2007.07.002
10.1016/j.talanta.2009.11.061.http://dx.doi.org/10.1016/j.talanta.2009.11.061,10.1016/j.talanta.2009.11.061
10.3354/dao058035.http://dx.doi.org/10.3354/dao058035,10.3354/dao058035
10.1007/s00436-009-1494-xhttp://dx.doi.org/10.1007/s00436-009-1494-x,10.1007/s00436-009-1494-x
10.1016/j.jmb.2007.05.011.http://dx.doi.org/10.1016/j.jmb.2007.05.011,10.1016/j.jmb.2007.05.011
10.1016/j.apsusc.2007.05.013.http://dx.doi.org/10.1016/j.apsusc.2007.05.013,10.1016/j.apsusc.2007.05.013
10.1016/j.vetpar.2007.07.002http://dx.doi.org/10.1016/j.vetpar.2007.07.002,10.1016/j.vetpar.2007.07.002
10.2478/s11696-007-0010-y.http://dx.doi.org/10.2478/s11696-007-0010-y,10.2478/s11696-007-0010-y
10.1006/eesa.2002.2212.http://dx.doi.org/10.1006/eesa.2002.2212,10.1006/eesa.2002.2212
10.1002/pola.21629.http://dx.doi.org/10.1002/pola.21629,10.1002/pola.21629
10.1111/j.1440-6055.2006.00535.x.http://dx.doi.org/10.1111/j.1440-6055.2006.00535.x,10.1111/j.1440-6055.2006.00535.x
10.1021/ja00130a005.http://dx.doi.org/10.1021/ja00130a005,10.1021/ja00130a005
10.1246/bcsj.74.1093.http://dx.doi.org/10.1246/bcsj.74.1093,10.1246/bcsj.74.1093
10.1271/bbb.66.1775.http://dx.doi.org/10.1271/bbb.66.1775,10.1271/bbb.66.1775
10.1007/s11094-006-0130-7.http://dx.doi.org/10.1007/s11094-006-0130-7,10.1007/s11094-006-0130-7
10.2478/s11687-012-0041-yhttp://dx.doi.org/10.2478/s11687-012-0041-y,10.2478/s11687-012-0041-y
10.1016/j.molcata.2005.05.034.http://dx.doi.org/10.1016/j.molcata.2005.05.034,10.1016/j.molcata.2005.05.034
10.1080/0892701031000095221.http://dx.doi.org/10.1080/0892701031000095221,10.1080/0892701031000095221
10.1016/j.jhazmat.2009.01.116.http://dx.doi.org/10.1016/j.jhazmat.2009.01.116,10.1016/j.jhazmat.2009.01.116
10.1016/j.eurpolymj.2008.01.025.http://dx.doi.org/10.1016/j.eurpolymj.2008.01.025,10.1016/j.eurpolymj.2008.01.025
10.1146/annurev.me.20.020169.000333.http://dx.doi.org/10.1146/annurev.me.20.020169.000333,10.1146/annurev.me.20.020169.000333
10.1002/jbt.20060.http://dx.doi.org/10.1002/jbt.20060,10.1002/jbt.20060
10.1016/j.exppara.2007.07.002.http://dx.doi.org/10.1016/j.exppara.2007.07.002,10.1016/j.exppara.2007.07.002
10.2134/jeq2009.0068.http://dx.doi.org/10.2134/jeq2009.0068,10.2134/jeq2009.0068
10.1139/z03-213.http://dx.doi.org/10.1139/z03-213,10.1139/z03-213
10.1093/nar/21.10.2525http://dx.doi.org/10.1093/nar/21.10.2525,10.1093/nar/21.10.2525
10.1111/j.1469-7998.1990.tb04291.x.http://dx.doi.org/10.1111/j.1469-7998.1990.tb04291.x,10.1111/j.1469-7998.1990.tb04291.x
10.1021/jo982382l.http://dx.doi.org/10.1021/jo982382l,10.1021/jo982382l
10.1016/j.cattod.2005.07.178.http://dx.doi.org/10.1016/j.cattod.2005.07.178,10.1016/j.cattod.2005.07.178
10.1016/j.jpcs.2006.09.020.http://dx.doi.org/10.1016/j.jpcs.2006.09.020,10.1016/j.jpcs.2006.09.020
10.1093/nar/22.22.4673.http://dx.doi.org/10.1093/nar/22.22.4673,10.1093/nar/22.22.4673
10.1016/j.oceaneng.2012.12.023http://dx.doi.org/10.1016/j.oceaneng.2012.12.023,10.1016/j.oceaneng.2012.12.023
10.1016/j.catcom.2007.01.032.http://dx.doi.org/10.1016/j.catcom.2007.01.032,10.1016/j.catcom.2007.01.032
10.1039/c0cs00084a.http://dx.doi.org/10.1039/c0cs00084a,10.1039/c0cs00084a
10.1039/c2nr31397a.http://dx.doi.org/10.1039/c2nr31397a,10.1039/c2nr31397a
10.1007/s11164-012-0818-0.http://dx.doi.org/10.1007/s11164-012-0818-0,10.1007/s11164-012-0818-0
10.1246/cl.2007.944.http://dx.doi.org/10.1246/cl.2007.944,10.1246/cl.2007.944
10.1016/j.poly.2005.03.142.http://dx.doi.org/10.1016/j.poly.2005.03.142,10.1016/j.poly.2005.03.142
10.1021/ma00183a020.http://dx.doi.org/10.1021/ma00183a020,10.1021/ma00183a020
10.1007/s002530050731.http://dx.doi.org/10.1007/s002530050731,10.1007/s002530050731
10.1016/0925-4005(95)01693-7.http://dx.doi.org/10.1016/0925-4005(95)01693-7,10.1016/0925-4005(95)01693-7
10.1007/s12257-009-0199-4.http://dx.doi.org/10.1007/s12257-009-0199-4,10.1007/s12257-009-0199-4
10.1002/bit.21018.http://dx.doi.org/10.1002/bit.21018,10.1002/bit.21018
10.1016/j.jconrel.2007.08.026.http://dx.doi.org/10.1016/j.jconrel.2007.08.026,10.1016/j.jconrel.2007.08.026
10.1016/j.desal.2009.02.048.http://dx.doi.org/10.1016/j.desal.2009.02.048,10.1016/j.desal.2009.02.048
10.2217/fmb.11.141.http://dx.doi.org/10.2217/fmb.11.141,10.2217/fmb.11.141
10.1021/ac001272n.http://dx.doi.org/10.1021/ac001272n,10.1021/ac001272n
10.1016/j.resmic.2009.02.004.http://dx.doi.org/10.1016/j.resmic.2009.02.004,10.1016/j.resmic.2009.02.004
10.2478/s11696-006-0076-y.http://dx.doi.org/10.2478/s11696-006-0076-y,10.2478/s11696-006-0076-y
10.1002/cjoc.201090328.http://dx.doi.org/10.1002/cjoc.201090328,10.1002/cjoc.201090328
10.1016/j.vetpar.2004.11.008http://dx.doi.org/10.1016/j.vetpar.2004.11.008,10.1016/j.vetpar.2004.11.008
10.1016/j.colsurfa.2008.04.004.http://dx.doi.org/10.1016/j.colsurfa.2008.04.004,10.1016/j.colsurfa.2008.04.004
10.1055/s-2000-6454.http://dx.doi.org/10.1055/s-2000-6454,10.1055/s-2000-6454
10.1021/je1001544.http://dx.doi.org/10.1021/je1001544,10.1021/je1001544
10.1021/es00020a016.http://dx.doi.org/10.1021/es00020a016,10.1021/es00020a016
10.1016/j.jprot.2011.03.029.http://dx.doi.org/10.1016/j.jprot.2011.03.029,10.1016/j.jprot.2011.03.029
10.1007/s00436-012-3136-y.http://dx.doi.org/10.1007/s00436-012-3136-y,10.1007/s00436-012-3136-y
10.2478/s11687-008-0003-6http://dx.doi.org/10.2478/s11687-008-0003-6,10.2478/s11687-008-0003-6
10.1016/j.ica.2008.03.114.http://dx.doi.org/10.1016/j.ica.2008.03.114,10.1016/j.ica.2008.03.114
10.2478/s11686-007-0044-x.http://dx.doi.org/10.2478/s11686-007-0044-x,10.2478/s11686-007-0044-x
10.1016/0032-9592(94)00022-0.http://dx.doi.org/10.1016/0032-9592(94)00022-0,10.1016/0032-9592(94)00022-0
10.1007/s12223-008-0065-3.http://dx.doi.org/10.1007/s12223-008-0065-3,10.1007/s12223-008-0065-3
10.1016/j.ijpharm.2006.11.026.http://dx.doi.org/10.1016/j.ijpharm.2006.11.026,10.1016/j.ijpharm.2006.11.026
10.1039/b614342n.http://dx.doi.org/10.1039/b614342n,10.1039/b614342n
10.1016/j.orgel.2005.02.001.http://dx.doi.org/10.1016/j.orgel.2005.02.001,10.1016/j.orgel.2005.02.001
10.1016/j.cplett.2004.08.052.http://dx.doi.org/10.1016/j.cplett.2004.08.052,10.1016/j.cplett.2004.08.052
10.2478/s11696-009-0013-y.http://dx.doi.org/10.2478/s11696-009-0013-y,10.2478/s11696-009-0013-y
10.1016/j.enzmictec.2006.08.008.http://dx.doi.org/10.1016/j.enzmictec.2006.08.008,10.1016/j.enzmictec.2006.08.008
10.1021/ja030196d.http://dx.doi.org/10.1021/ja030196d,10.1021/ja030196d
10.1016/j.carbpol.2010.07.052.http://dx.doi.org/10.1016/j.carbpol.2010.07.052,10.1016/j.carbpol.2010.07.052
10.1016/0169-4758(88)90055-5http://dx.doi.org/10.1016/0169-4758(88)90055-5,10.1016/0169-4758(88)90055-5
10.1046/j.1365-2672.2003.02123.x.http://dx.doi.org/10.1046/j.1365-2672.2003.02123.x,10.1046/j.1365-2672.2003.02123.x
10.1039/c2dt12508k.http://dx.doi.org/10.1039/c2dt12508k,10.1039/c2dt12508k
10.1021/jf034180i.http://dx.doi.org/10.1021/jf034180i,10.1021/jf034180i
10.1016/j.cej.2012.01.118.http://dx.doi.org/10.1016/j.cej.2012.01.118,10.1016/j.cej.2012.01.118
10.1016/j.quascirev.2010.12.011.http://dx.doi.org/10.1016/j.quascirev.2010.12.011,10.1016/j.quascirev.2010.12.011
10.1021/jp020607x.http://dx.doi.org/10.1021/jp020607x,10.1021/jp020607x
10.1038/33894.http://dx.doi.org/10.1038/33894,10.1038/33894
10.1007/4302007058.http://dx.doi.org/10.1007/430_2007_058,10.1007/430_2007_058
10.1016/j.tetlet.2008.07.035.http://dx.doi.org/10.1016/j.tetlet.2008.07.035,10.1016/j.tetlet.2008.07.035
10.1080/09645290903157484.https://doi.org/10.1080/09645290903157484,10.1080/09645290903157484
10.1016/j.foodchem.2006.02.013.http://dx.doi.org/10.1016/j.foodchem.2006.02.013,10.1016/j.foodchem.2006.02.013
10.2478/s11696-013-0319-7.http://dx.doi.org/10.2478/s11696-013-0319-7,10.2478/s11696-013-0319-7
10.1016/j.procbio.2004.08.003.http://dx.doi.org/10.1016/j.procbio.2004.08.003,10.1016/j.procbio.2004.08.003
10.1016/j.enpol.2007.01.004.http://dx.doi.org/10.1016/j.enpol.2007.01.004,10.1016/j.enpol.2007.01.004
10.2478/s11696-011-0109-z.http://dx.doi.org/10.2478/s11696-011-0109-z,10.2478/s11696-011-0109-z
10.1016/j.foodchem.2009.07.019.http://dx.doi.org/10.1016/j.foodchem.2009.07.019,10.1016/j.foodchem.2009.07.019
10.1021/ja963361g.http://dx.doi.org/10.1021/ja963361g,10.1021/ja963361g
10.2478/s11686-008-0050-7.http://dx.doi.org/10.2478/s11686-008-0050-7,10.2478/s11686-008-0050-7
10.1016/j.tetlet.2004.08.004.http://dx.doi.org/10.1016/j.tetlet.2004.08.004,10.1016/j.tetlet.2004.08.004
10.1039/an9911600089.http://dx.doi.org/10.1039/an9911600089,10.1039/an9911600089
10.1016/1359-6446(96)10028-3.http://dx.doi.org/10.1016/1359-6446(96)10028-3,10.1016/1359-6446(96)10028-3
10.1021/cm049517q.http://dx.doi.org/10.1021/cm049517q,10.1021/cm049517q
10.1016/j.aca.2003.09.020.http://dx.doi.org/10.1016/j.aca.2003.09.020,10.1016/j.aca.2003.09.020
10.1186/2040-2392-3-9.http://dx.doi.org/10.1186/2040-2392-3-9,10.1186/2040-2392-3-9
10.1016/j.watres.2010.12.024.http://dx.doi.org/10.1016/j.watres.2010.12.024,10.1016/j.watres.2010.12.024
10.1021/ja00968a057.http://dx.doi.org/10.1021/ja00968a057,10.1021/ja00968a057
10.1002/anie.200300609.http://dx.doi.org/10.1002/anie.200300609,10.1002/anie.200300609
10.1016/j.jcat.2004.07.012.http://dx.doi.org/10.1016/j.jcat.2004.07.012,10.1016/j.jcat.2004.07.012
10.1021/bm800594f.http://dx.doi.org/10.1021/bm801316z,10.1021/bm801316z
10.1111/j.1574-6968.1997.tb12657.x.http://dx.doi.org/10.1111/j.1574-6968.1997.tb12657.x,10.1111/j.1574-6968.1997.tb12657.x
10.1016/j.aca.2006.11.055.http://dx.doi.org/10.1016/j.aca.2006.11.055,10.1016/j.aca.2006.11.055
10.1039/a603416k.http://dx.doi.org/10.1039/a603416k,10.1039/a603416k
10.1016/j.molcatb.2009.01.003.http://dx.doi.org/10.1016/j.molcatb.2009.01.003,10.1016/j.molcatb.2009.01.003
10.1016/j.fuproc.2010.03.034.http://dx.doi.org/10.1016/j.fuproc.2010.03.034,10.1016/j.fuproc.2010.03.034
10.2478/s11687-007-0031-7http://dx.doi.org/10.2478/s11687-007-0031-7,10.2478/s11687-007-0031-7
10.1021/es950211h.http://dx.doi.org/10.1021/es950211h,10.1021/es950211h
10.1002/anie.200802626.http://dx.doi.org/10.1002/anie.200802626,10.1002/anie.200802626
10.1021/ol034143c.http://dx.doi.org/10.1021/ol034143c,10.1021/ol034143c
10.1016/j.foodchem.2007.06.034.http://dx.doi.org/10.1016/j.foodchem.2007.06.034,10.1016/j.foodchem.2007.06.034
10.1007/s10529-009-0143-x.http://dx.doi.org/10.1007/s10529-009-0143-x,10.1007/s10529-009-0143-x
10.1007/s10973-009-0173-6.http://dx.doi.org/10.1007/s10973-009-0173-6,10.1007/s10973-009-0173-6
10.1186/2228-5326-2-6.http://dx.doi.org/10.1186/2228-5326-2-6,10.1186/2228-5326-2-6
10.2478/s11696-012-0163-1.http://dx.doi.org/10.2478/s11696-012-0163-1,10.2478/s11696-012-0163-1
10.1007/s10646-007-0142-4.http://dx.doi.org/10.1007/s10646-006-0066-4,10.1007/s10646-007-0142-4
10.1186/1471-2148-7-214.http://dx.doi.org/10.1186/1471-2148-7-214,10.1186/1471-2148-7-214
10.1016/j.micromeso.2004.11.021.http://dx.doi.org/10.1016/j.micromeso.2004.11.021,10.1016/j.micromeso.2004.11.021
10.1016/j.chroma.2005.12.034.http://dx.doi.org/10.1016/j.chroma.2005.12.034,10.1016/j.chroma.2005.12.034
10.1007/s11230-011-9325-8http://dx.doi.org/10.1007/s11230-011-9325-8,10.1007/s11230-011-9325-8
10.1002/pat.1725.http://dx.doi.org/10.1002/pat.1725,10.1002/pat.1725
10.1007/s00436-006-0430-6.http://dx.doi.org/10.1007/s00436-006-0430-6,10.1007/s00436-006-0430-6
10.1007/s00436-006-0202-3.http://dx.doi.org/10.1007/s00436-006-0202-3,10.1007/s00436-006-0202-3
10.1016/j.bmc.2006.05.047.http://dx.doi.org/10.1016/j.bmc.2006.05.047,10.1016/j.bmc.2006.05.047
10.1016/j.foodcont.2012.03.014.http://dx.doi.org/10.1016/j.foodcont.2012.03.014,10.1016/j.foodcont.2012.03.014
10.1016/j.vetpar.2007.03.031.http://dx.doi.org/10.1016/j.vetpar.2007.03.031,10.1016/j.vetpar.2007.03.031
10.1007/s11998-009-9175-3.http://dx.doi.org/10.1007/s11998-009-9175-3,10.1007/s11998-009-9175-3
10.1002/pola.21483.http://dx.doi.org/10.1002/pola.21483,10.1002/pola.21483
10.1016/j.semcancer.2006.10.009.http://dx.doi.org/10.1016/j.semcancer.2006.10.009,10.1016/j.semcancer.2006.10.009
10.1007/s10563-011-9113-0.http://dx.doi.org/10.1007/s10563-011-9113-0,10.1007/s10563-011-9113-0
10.1007/s00034-010-9236-y.http://dx.doi.org/10.1007/s00034-010-9236-y,10.1007/s00034-010-9236-y
10.1021/j100076a029.http://dx.doi.org/10.1021/j100076a029,10.1021/j100076a029
10.1016/j.renene.2005.10.015.http://dx.doi.org/10.1016/j.renene.2005.10.015,10.1016/j.renene.2005.10.015
10.1016/j.foodres.2010.12.017.http://dx.doi.org/10.1016/j.foodres.2010.12.017,10.1016/j.foodres.2010.12.017
10.1002/aic.690400314.http://dx.doi.org/10.1002/aic.690400314,10.1002/aic.690400314
10.1007/s004360050260.http://dx.doi.org/10.1007/s004360050260,10.1007/s004360050260
10.1016/j.envpol.2006.03.021.http://dx.doi.org/10.1016/j.envpol.2006.03.021,10.1016/j.envpol.2006.03.021
10.2307/2259880.http://dx.doi.org/10.2307/2259880,10.2307/2259880
10.1016/j.conbuildmat.2012.04.070.http://dx.doi.org/10.1016/j.conbuildmat.2012.04.070,10.1016/j.conbuildmat.2012.04.070
10.1016/j.ijpara.2006.08.003.http://dx.doi.org/10.1016/j.ijpara.2006.08.003,10.1016/j.ijpara.2006.08.003
10.1016/j.fuel.2007.03.032.http://dx.doi.org/10.1016/j.fuel.2007.03.032,10.1016/j.fuel.2007.03.032
10.1016/j.watres.2004.04.055.http://dx.doi.org/10.1016/j.watres.2004.04.055,10.1016/j.watres.2004.04.055
10.1021/la203162y.http://dx.doi.org/10.1021/la203162y,10.1021/la203162y
10.1021/ac200751s.http://dx.doi.org/10.1021/ac200751s,10.1021/ac200751s
10.1039/b908985c.http://dx.doi.org/10.1039/b908985c,10.1039/b908985c
10.1016/j.apcata.2012.09.025.http://dx.doi.org/10.1016/j.apcata.2012.09.025,10.1016/j.apcata.2012.09.025
10.1602/neurorx.2.1.3.http://dx.doi.org/10.1602/neurorx.2.1.3,10.1602/neurorx.2.1.3
10.1080/11250.000801886254.http://dx.doi.org/10.1080/11250000801886254,10.1080/11250000801886254
10.1126/science.1063699.http://dx.doi.org/10.1126/science.1063699,10.1126/science.1063699
10.1080/13921657.2002.10512526.http://dx.doi.org/10.1080/13921657.2002.10512526,10.1080/13921657.2002.10512526
10.1016/j.bbrc.2006.11.021.http://dx.doi.org/10.1016/j.bbrc.2006.11.021,10.1016/j.bbrc.2006.11.021
10.1016/j.lwt.2009.10.005.http://dx.doi.org/10.1016/j.lwt.2009.10.005,10.1016/j.lwt.2009.10.005
10.1021/la0116903.http://dx.doi.org/10.1021/la0116903,10.1021/la0116903
10.1016/j.biortech.2008.01.059.http://dx.doi.org/10.1016/j.biortech.2008.01.059,10.1016/j.biortech.2008.01.059
10.1016/j.talanta.2007.02.017.http://dx.doi.org/10.1016/j.talanta.2007.02.017,10.1016/j.talanta.2007.02.017
10.1016/j.pmatsci.2013.09.003.http://dx.doi.org/10.1016/j.pmatsci.2013.09.003,10.1016/j.pmatsci.2013.09.003
10.1016/j.lwt.2007.07.019.http://dx.doi.org/10.1016/j.lwt.2007.07.019,10.1016/j.lwt.2007.07.019
10.2307/3544021http://dx.doi.org/10.2307/3544021,10.2307/3544021
10.1016/j.foodchem.2007.06.059.http://dx.doi.org/10.1016/j.foodchem.2007.06.059,10.1016/j.foodchem.2007.06.059
10.1136/vr.117.8.169http://dx.doi.org/10.1136/vr.117.8.169,10.1136/vr.117.8.169
10.1016/j.jbiotec.2008.02.016.http://dx.doi.org/10.1016/j.jbiotec.2008.02.016,10.1016/j.jbiotec.2008.02.016
10.1021/ol027034r.http://dx.doi.org/10.1021/ol027034r,10.1021/ol027034r
10.1006/jcat.2001.3497.http://dx.doi.org/10.1006/jcat.2001.3497,10.1006/jcat.2001.3497
10.1016/j.jpcs.2011.09.005.http://dx.doi.org/10.1016/j.jpcs.2011.09.005,10.1016/j.jpcs.2011.09.005
10.1039/b713004j.http://dx.doi.org/10.1039/b713004j,10.1039/b713004j
10.1002/app.22345.http://dx.doi.org/10.1002/app.22345,10.1002/app.22345
10.1016/j.memsci.2004.10.037.http://dx.doi.org/10.1016/j.memsci.2004.10.037,10.1016/j.memsci.2004.10.037
10.1007/s00436-007-0699-0.http://dx.doi.org/10.1007/s00436-007-0699-0,10.1007/s00436-007-0699-0
10.1002/jcb.240460204.http://dx.doi.org/10.1002/jcb.240460204,10.1002/jcb.240460204
10.1016/j.polymdegradstab.2004.02.001.http://dx.doi.org/10.1016/j.polymdegradstab.2004.02.001,10.1016/j.polymdegradstab.2004.02.001
10.1016/j.ecoleng.2011.06.012.http://dx.doi.org/10.1016/j.ecoleng.2011.06.012,10.1016/j.ecoleng.2011.06.012
10.1016/j.chroma.2008.04.023.http://dx.doi.org/10.1016/j.chroma.2008.04.023,10.1016/j.chroma.2008.04.023
10.1021/ja905014e.http://dx.doi.org/10.1021/ja905014e,10.1021/ja905014e
10.1093/molbev/msg062.http://dx.doi.org/10.1093/molbev/msg062,10.1093/molbev/msg062
10.1016/j.tetlet.2006.01.086.http://dx.doi.org/10.1016/j.tetlet.2006.01.086,10.1016/j.tetlet.2006.01.086
10.1038/39645.http://dx.doi.org/10.1038/39645,10.1038/39645
10.1038/16393.http://dx.doi.org/10.1038/16393,10.1038/16393
10.1155/2012/267824.http://dx.doi.org/10.1155/2012/267824,10.1155/2012/267824
10.1016/0379-6779(88)90259-7.http://dx.doi.org/10.1016/0379-6779(88)90259-7,10.1016/0379-6779(88)90259-7
10.1016/j.phytochem.2005.08.020.http://dx.doi.org/10.1016/j.phytochem.2005.08.020,10.1016/j.phytochem.2005.08.020
10.1039/b205747f.http://dx.doi.org/10.1039/b205747f,10.1039/b205747f
10.1016/j.polymer.2005.09.044.http://dx.doi.org/10.1016/j.polymer.2005.09.044,10.1016/j.polymer.2005.09.044
10.1016/j.talanta.2004.03.067.http://dx.doi.org/10.1016/j.talanta.2004.03.067,10.1016/j.talanta.2004.03.067
10.1111/j.1478-3231.1999.tb00082.x.http://dx.doi.org/10.1111/j.1478-3231.1999.tb00082.x,10.1111/j.1478-3231.1999.tb00082.x
10.1146/annurev.fluid.32.1.659.http://dx.doi.org/10.1146/annurev.fluid.32.1.659,10.1146/annurev.fluid.32.1.659
"10.1016/j.artint.2007.09.009http://dx.doi.org/10.1016/j.artint.2007.09.009,","10.1016/j.artint.2007.09.009,"
10.1016/j.talanta.2010.10.052.http://dx.doi.org/10.1016/j.talanta.2010.10.052,10.1016/j.talanta.2010.10.052
10.1016/j.bmcl.2009.08.033.http://dx.doi.org/10.1016/j.bmcl.2009.08.033,10.1016/j.bmcl.2009.08.033
10.1016/j.actatropica.2005.03.001.http://dx.doi.org/10.1016/j.actatropica.2005.03.001,10.1016/j.actatropica.2005.03.001
10.1021/jo00026a018.http://dx.doi.org/10.1021/jo00026a018,10.1021/jo00026a018
10.1002/bit.260240822.http://dx.doi.org/10.1002/bit.260240822,10.1002/bit.260240822
10.1016/j.desal.2007.08.009.http://dx.doi.org/10.1016/j.desal.2007.08.009,10.1016/j.desal.2007.08.009
10.1021/ar9600650.http://dx.doi.org/10.1021/ar9600650,10.1021/ar9600650
10.1016/j.cattod.2010.11.084.http://dx.doi.org/10.1016/j.cattod.2010.11.084,10.1016/j.cattod.2010.11.084
10.1016/j.biotechadv.2007.09.002.http://dx.doi.org/10.1016/j.biotechadv.2007.09.002,10.1016/j.biotechadv.2007.09.002
10.3354/dao032157.http://dx.doi.org/10.3354/dao032157,10.3354/dao032157
10.1080/09540260600583007.http://dx.doi.org/10.1080/09540260600583007,10.1080/09540260600583007
10.1177/096228029900800204.http://dx.doi.org/10.1191/096228099673819272,10.1191/096228099673819272
10.1093/nar/25.24.4876.http://dx.doi.org/10.1093/nar/25.24.4876,10.1093/nar/25.24.4876
10.1002/adsc.201200757.http://dx.doi.org/10.1002/adsc.201200757,10.1002/adsc.201200757
10.3390/ijms13044839.http://dx.doi.org/10.3390/ijms13044839,10.3390/ijms13044839
10.2478/s11696-011-0114-2.http://dx.doi.org/10.2478/s11696-011-0114-2,10.2478/s11696-011-0114-2
10.1021/cr00011a600.http://dx.doi.org/10.1021/cr00011a600,10.1021/cr00011a600
10.1016/j.parint.2003.10.001.http://dx.doi.org/10.1016/j.parint.2003.10.001,10.1016/j.parint.2003.10.001
10.1016/0166-6851(93)90199-8.http://dx.doi.org/10.1016/0166-6851(93)90199-8,10.1016/0166-6851(93)90199-8
