Valid_citing_DOI,Invalid_cited_DOI,Valid_DOI,Already_valid,Prefix_error,Suffix_error,Other-type_error
10.1007/978-3-030-56084-3_2,10.1212/1001.wnl.0000258549.0000213334.0000258516,,0,0,0,0
10.1155/2014/189824,10.1016/s0140-67360961933-4,,0,0,0,0
10.1088/1757-899x/956/1/012007,10.1016/i.nds.2006.ll.001,,0,0,0,0
10.2307/1310785,10.2307/1717947,,0,0,0,0
10.1007/978-3-662-59613-5_76-1,10.1038/ncomms16322,,0,0,0,0
10.1007/s13201-020-01250-y,10.1007/-s13762-014-0714-9,,0,0,0,0
10.1186/s13148-019-0633-1,10.1073/pnas.141126111,,0,0,0,0
10.1161/circresaha.109.213199,10.1161/res.89.1.20,,0,0,0,0
10.1007/978-3-030-41862-5_118,10.9790/0661-173696106,,0,0,0,0
10.1161/atvbaha.112.252700,10.1161/circ.104.20.2391,,0,0,0,0
10.1007/s10566-017-9417-y,10.2307/3325799,,0,0,0,0
10.1080/07315724.2020.1713246,10.1111/j.1600–0838.2009.01005.x,,0,0,0,0
10.1161/01.res.49.6.1268,10.1161/res.47.6.7438339,,0,0,0,0
10.1186/s43014-020-00037-7,10.3390/nu1107145,,0,0,0,0
10.1007/s10973-019-08716-5,10.5281/zendo.1098423,,0,0,0,0
10.1111/jomf.12321,10.1007/s11205-014-083,,0,0,0,0
10.1007/s12035-015-9608-1,10.1523/jneurosci.4590-13,,0,0,0,0
10.3389/fphys.2018.01691,10.1016/j.physbeh.2017.09.023.,10.1016/J.PHYSBEH.2017.09.023,0,0,1,0
10.1161/01.str.16.1.5,10.1161/circ.54.3.947567,,0,0,0,0
10.1049/mnl.2018.5169,10.1007/s12541‐015‐0047‐8,,0,0,0,0
10.1161/circinterventions.114.002025,10.1161/circ.99.17.2345,,0,0,0,0
10.1177/0038040715617224,10.2307/2776679,,0,0,0,0
10.3280/pds2016-003002,10.1111/jonm.1228,,0,0,0,0
10.1080/02726351.2015.1102782,10.1016/0166–6622(82)80079–6,,0,0,0,0
10.3389/fphar.2020.555753,10.3870/j.issn.1004-0781.2020.04.0,,0,0,0,0
10.3389/fneur.2020.00787,10.1111/j.1572–0241.2000.03047.x,,0,0,0,0
10.1039/d0ra04366d,10.19346/j.cnki.1000-4092.2017.01.008,10.19346/j.cnki.1000-4092.2017.01.008,1,0,0,0
10.5352/jls.2009.19.10.1352,10.1234/12345678,,0,0,0,0
10.1007/s10826-015-0231-6,10.17761/ijyt.22.1.7716244t75u4l702,10.17761/ijyt.22.1.7716244t75u4l702,1,0,0,0
10.1007/s13197-020-04562-8,10.1016/j.foodchem.2016.07.1177,,0,0,0,0
10.3389/fonc.2020.01504,10.1016/s0945–053x(99)00053–0,,0,0,0,0
10.1145/3297280.3297484,10.5555/3191835.3191838,,0,0,0,0
10.1080/00140139.2018.1501093,10.1016/j.jss.2014.04.032.,10.1016/J.JSS.2014.04.032,0,0,1,0
10.1161/01.cir.97.17.1731,10.1161/circ.92.1.88,,0,0,0,0
10.1161/01.atv.19.5.1218,10.1161/atv91.13.2.8427866,,0,0,0,0
10.2979/africatoday.57.4.71,10.2307/1046712,,0,0,0,0
10.2478/s11696-014-0601-3,10.1021/jp8090304.http://dx.doi.org/10.1021/jp8090304,10.1021/JP8090304,0,1,0,0
10.1080/21505594.2016.1216283,10.1016/j.fitote.20-10.07.020,,0,0,0,0
10.1177/2515841420917783,10.1517/14712598.2016.1167182.,10.1517/14712598.2016.1167182,0,0,1,0
10.1369/0022155418757443,10.1038/nrrheum.2009.179.,10.1038/NRRHEUM.2009.179,0,0,1,0
10.2478/s11696-013-0510-x,10.1021/la904014z.http://dx.doi.org/10.1021/la904014z,10.1021/LA904014Z,0,1,0,0
10.1080/05704928.2018.1467438,10.1046/j.1365-2818.2000.00710.x.,10.1046/J.1365-2818.2000.00710.X,0,0,1,0
10.1161/01.cir.48.3.549,10.1161/circ.43.1.15,,0,0,0,0
10.1016/j.ijadhadh.2020.102760,10.15376/biores.4.1.370-404,10.15376/biores.4.1.370-404,1,0,0,0
10.1145/2832912,10.5555/2095116.2095122,,0,0,0,0
10.1161/circulationaha.118.037803,10.1161/circ.83.6.1828192,,0,0,0,0
10.1525/sp.2007.54.1.47,10.2307/1048677,,0,0,0,0
10.1161/01.cir.70.5.876,10.1161/circ.55.1.830205,,0,0,0,0
10.1145/3362789.3362901,10.5555/2870700.2870701,,0,0,0,0
10.1186/s12967-020-02483-w,10.1007/s00038-020-01399,,0,0,0,0
10.1073/pnas.1800294115,10.1127/0935-1221/2001/0013-0863,,0,0,0,0
10.1145/378995.379002,10.1145/279358.279403,,0,0,0,0
10.1161/01.cir.0000079171.43055.46,10.1161/circ.62.1.7379284,,0,0,0,0
10.1145/3424659,10.5555/3118756.3119007,,0,0,0,0
10.1080/00393541.2005.11652810,10.1080/00043125.1978.11651925,,0,0,0,0
10.1161/01.atv.21.2.208,10.1161/atvb.18.5.677,,0,0,0,0
10.1007/s41101-016-0009-8,10.1016/jaej.2015.08.006,,0,0,0,0
10.1145/2783258.2783314,10.5555/1996889.1996934,,0,0,0,0
10.1161/cir.0000000000000535,10.1161/circ.87.6.8504509,,0,0,0,0
10.31202/ecjse.407306,10.1016/j.solmat.2017.12.013.,10.1016/J.SOLMAT.2017.12.013,0,0,1,0
10.1080/13632752.2018.1461476,10.1097/01.mej.0000072631.17469.71,,0,0,0,0
10.1007/s11469-015-9610-x,10.1007/110899-010-9218-9,,0,0,0,0
10.1179/oeh.1998.4.2.71,10.1176/appi.ajp.131.10.1121,,0,0,0,0
10.1080/15332276.2019.1690956,10.1037/0022-3514.43.5.9971,,0,0,0,0
10.3389/fsufs.2018.00045,10.1016/j.jenvman.2n.2016.04.036,,0,0,0,0
10.1016/j.jamcollsurg.2013.12.022,10.1097/01.sla.0000150066.83563.52,10.1097/01.sla.0000150066.83563.52,1,0,0,0
10.1161/01.cir.103.4.589,10.1161/circ.100.17.1770,,0,0,0,0
10.1145/2675683.2675686,10.5555/1266366.1266532,,0,0,0,0
10.1002/9781119721932.ch1,10.1007/s10641‐014‐0221‐3,,0,0,0,0
10.1080/10570314.2019.1635266,10.1037/a002463,,0,0,0,0
10.1145/3275243,10.5555/3195638.3195662,,0,0,0,0
10.1002/j.0022-0337.2008.72.1.tb04450.x,10.1002/j.0022-0337.2004.68.3.tb03755.x,10.1002/j.0022-0337.2004.68.3.tb03755.x,1,0,0,0
10.1145/3144769.3144772,10.5555/2386230.2386245,,0,0,0,0
10.1161/01.cir.72.6.1244,10.1161/circ.61.2.7351067,,0,0,0,0
10.1002/pen.23698,10.17485/ijst/2009/v2i2.15,10.17485/ijst/2009/v2i2.15,1,0,0,0
10.2478/s11696-013-0521-7,10.1016/j.exppara.2004.01.002.http://dx.doi.org/10.1016/j.exppara.2004.01.002,10.1016/J.EXPPARA.2004.01.002,0,1,0,0
10.1007/978-3-030-14105-9_3,10.1018/13629395.2018.1434595,,0,0,0,0
10.1007/978-3-030-01923-5_4,10.1061/(asce)10900241(2005)131:1(84),,0,0,0,0
10.1007/s12517-020-05704-0,10.1007/s10706-019-01181-9(0123456789,,0,0,0,0
10.1007/978-1-4939-2565-0_88,10.1680/htfs.41530.109,,0,0,0,0
10.1007/s11368-020-02698-w,10.4014/jmb.1012.12015,10.4014/jmb.1012.12015,1,0,0,0
10.1145/1052883.1052894,10.5555/951952.952340,,0,0,0,0
10.3389/fcell.2019.00268,10.1186/s13287-018-10347,,0,0,0,0
10.7717/peerj.8237,10.3799/dqkx.2019.054v,,0,0,0,0
10.1161/strokeaha.110.612010,10.1161/str.32.7.1532,,0,0,0,0
10.1161/jaha.119.015731,10.1161/str.30.7.1396,,0,0,0,0
10.1161/01.hyp.0000054214.10670.4c,10.1161/hyp.34.4.744,,0,0,0,0
10.1145/3296979.3192380,10.5555/2190025.2190067,,0,0,0,0
10.1145/2534169.2486002,10.5555/1251375.1251396,,0,0,0,0
10.1161/01.str.24.2.200,10.1161/str.16.1.3917584,,0,0,0,0
10.1007/s12035-019-01742-2,10.1080/10715762.2018,,0,0,0,0
10.1007/978-3-319-68845-9_25-1,10.7202/038662a,,0,0,0,0
10.1161/atvbaha.119.311998,10.1161/circ.99.16.2079,,0,0,0,0
10.1007/978-3-319-57196-6_32,10.1080/15374416.2013.787622.,10.1080/15374416.2013.787622,0,0,1,0
10.1177/2333721415621812,10.1001/jama2014:10706,,0,0,0,0
10.1161/01.cir.87.3.972,10.1161/res.44.2.216503,,0,0,0,0
10.2307/3816163,10.2307/1871340,,0,0,0,0
10.1152/japplphysiol.00179.2015,10.1136/bmjopen-2015-007911.,10.1136/BMJOPEN-2015-007911,0,0,1,0
10.7717/peerj.5754,10.11674/zwyf.still.2014.0614,,0,0,0,0
10.2307/4089274,10.2307/4534595,,0,0,0,0
10.1080/00224545.2014.953024,10.1037/1089–2680.2.2.175,,0,0,0,0
10.1080/09585192.2016.1276091,10.1177/001872671244047,,0,0,0,0
10.1038/s41598-019-50172-6,10.18632/oncotarget.8953.,10.18632/ONCOTARGET.8953,0,0,1,0
10.1161/01.hyp.27.6.1245,10.1161/res.38.5.1269073,,0,0,0,0
10.1177/0022022119835979,10.1037/a002671,,0,0,0,0
10.1161/01.cir.40.4.563,10.1161/circ.33.3.347,,0,0,0,0
10.1145/3292500.3330846,10.5555/3060832.3060932,,0,0,0,0
10.1161/01.hyp.31.5.1146,10.1161/hyp.25.6.1301,,0,0,0,0
10.1601/ex.2748,10.4056/sigs.1553862,,0,0,0,0
10.1080/13562517.2016.1198760,10.1515/9780804771160,10.1515/9780804771160,1,0,0,0
10.3389/fped.2020.619065,10.1016/j.ejcts.2009.03061,,0,0,0,0
10.1080/19345747.2020.1799464,10.32674/jis.v0i0.605,10.32674/jis.v0i0.605,1,0,0,0
10.7717/peerj.6946,10.1038/s41589-018-20416-y,,0,0,0,0
10.3389/fbioe.2019.00197,10.1158/2159-8290,,0,0,0,0
10.1161/01.res.0000036901.58329.d7,10.1161/atvb.16.8.926,,0,0,0,0
10.3389/fncir.2014.00116,10.1007/s10162-009-0200-200,,0,0,0,0
10.1161/01.cir.53.5.908,10.1161/circ.49.4.673,,0,0,0,0
10.1080/07373937.2018.1502195,10.1016/j.buildenv.2011.07.025.,10.1016/J.BUILDENV.2011.07.025,0,0,1,0
10.1007/978-3-658-31501-6_3,10.2307/2984809,,0,0,0,0
10.1161/01.res.83.11.1144,10.1161/res.51.5.7139882,,0,0,0,0
10.1161/01.res.69.2.519,10.1161/res.54.2.6319044,,0,0,0,0
10.1177/1368430219874103,10.1038/s41562–017–0151,,0,0,0,0
10.1007/s11696-017-0154-3,10.4103/2230-8210.104057,,0,0,0,0
10.3389/fcimb.2019.00245,"10.1038/s,41598-017-04125-6",,0,0,0,0
10.1145/2835776.2835779,10.5555/2283516.2283603,,0,0,0,0
10.1145/3155133.3155168,10.5555/203987.203989,,0,0,0,0
10.1145/2729094.2742617,10.5555/2667369.2667378,,0,0,0,0
10.1002/pst.1561,10.1201/9780429246593,10.1201/9780429246593,1,0,0,0
10.1145/3407703.3407710,10.5555/2002472.2002492,,0,0,0,0
10.1049/iet-map.2013.0102,10.1007/s11277‐010‐0097‐2,,0,0,0,0
10.1161/01.res.87.10.840,10.1161/res.69.5.1934359,,0,0,0,0
10.1161/01.cir.84.5.2135,10.1161/res.60.5.2885105,,0,0,0,0
10.1161/01.str.25.2.298,10.1161/str.7.2.1265805,,0,0,0,0
10.1145/3417990.3420048,10.1145/3365438.3410967,10.1145/3365438.3410967,1,0,0,0
10.1161/01.cir.0000121739.05643.e6,10.1161/circ.102.6.624,,0,0,0,0
10.1161/01.cir.93.3.603,10.1161/circ.78.5.3180384,,0,0,0,0
10.1161/01.cir.57.2.349,10.1161/circ.51.6.48432,,0,0,0,0
10.1007/s12237-018-0396-5,10.1016/j.limno.2008.01.003.,10.1016/J.LIMNO.2008.01.003,0,0,1,0
10.1161/01.res.35.6.923,10.1161/circ.48.2.313,,0,0,0,0
10.1161/01.str.25.9.1730,10.1161/str.10.3.462510,,0,0,0,0
10.1155/2015/109353,10.1111/dsu.12310,,0,0,0,0
10.15722/jds.12.10.201410.47,10.13106/jds.2014.vol12.no7.23.,,0,0,0,0
10.1161/01.atv.14.3.367,10.1161/atv91.14.3.8123641,,0,0,0,0
10.1161/01.cir.42.3.375,10.1161/circ.39.4.435,,0,0,0,0
10.1016/b978-1-4557-2865-7.00052-7,10.1200/jco.2009.27.15_suppl.9000,10.1200/jco.2009.27.15_suppl.9000,1,0,0,0
10.1007/978-3-030-32952-5_13,10.2527/jas1977.443395x.,10.2527/JAS1977.443395X,0,0,1,0
10.1002/j.0022-0337.2009.73.10.tb04811.x,10.1002/j.0022-0337.2006.70.2.tb04068.x,10.1002/j.0022-0337.2006.70.2.tb04068.x,1,0,0,0
10.14233/ajchem.2020.22461,10.1111/cbdd.12490.,10.1111/CBDD.12490,0,0,1,0
10.1080/02607476.2014.957996,10.1080/02607476.2014.956544.,10.1080/02607476.2014.956544,0,0,1,0
10.1161/01.cir.79.6.1197,10.1161/circ.75.5.2436828,,0,0,0,0
10.1161/01.res.36.5.654,10.1161/res.20.6.638,,0,0,0,0
10.1161/01.res.82.11.1145,10.1161/res.79.4.887,,0,0,0,0
10.1161/01.str.30.8.1561,10.1161/str.29.9.1759,,0,0,0,0
10.1161/01.cir.98.25.2905,10.1161/circ.96.9.3129,,0,0,0,0
10.1080/10357718.2014.978737,10.1016/0016-7185(92)90042-3.,10.1016/0016-7185(92)90042-3,0,0,1,0
10.1161/circresaha.108.175190,10.1161/res.81.6.953,,0,0,0,0
10.1161/circresaha.109.202077,10.1161/circ.90.1.8026041,,0,0,0,0
10.1161/circep.112.971341,10.1161/circ.101.11.1288,,0,0,0,0
10.1007/s00248-017-1022-y,10.1046/j.0300-3256.2001.00095,,0,0,0,0
10.1145/3409891.3409910,10.5555/2017507.2017513,,0,0,0,0
10.1161/01.cir.94.6.1197,10.1161/hyp.27.3.346,,0,0,0,0
10.1145/3132747.3132778,10.5555/1947412.1947455,,0,0,0,0
10.1145/2813448.2813521,10.5555/3104322.3104326,,0,0,0,0
10.1007/s12517-019-4449-2,10.1007/s10040-014-1122-4i:10.1007/s10098-007-0143-2,,0,0,0,0
10.1161/01.cir.62.6.1165,10.1161/circ.56.2.872305,,0,0,0,0
10.11647/obp.0203.06,10.4324/9780203012406,10.4324/9780203012406,1,0,0,0
10.1177/1043659616672062,10.21.2196/mir.3499,,0,0,0,0
10.1177/1365480217744290,10.1007/s10833–016–9289–1,,0,0,0,0
10.1145/1629607.1629610,10.5555/1791949.1791960,,0,0,0,0
10.3389/fnhum.2016.00432,10.1016/j.chb.2012.03,,0,0,0,0
10.1002/2014jd021567,10.1175/jasd-11-0249.1,,0,0,0,0
10.1177/0739456x20920913,10.1126/science.1172133.,10.1126/SCIENCE.1172133,0,0,1,0
10.1161/01.cir.81.4.1312,10.1161/circ.76.2.3608129,,0,0,0,0
10.1161/01.str.16.1.92,10.1161/str.6.3.245,,0,0,0,0
10.1161/01.str.18.3.541,10.1161/str.13.3.7080120,,0,0,0,0
10.1186/s40409-018-0172-9,10.1016/j.toxicon.2018.06.064.,10.1016/J.TOXICON.2018.06.064,0,0,1,0
10.1161/01.cir.0000019905.18467.07,10.1161/circ.84.5.1934373,,0,0,0,0
10.1161/01.cir.0000109699.45186.30,10.1161/circ.89.6.8205691,,0,0,0,0
10.2478/s11696-010-0006-x,10.1002/aic.10562.http://dx.doi.org/10.1002/aic.10562,10.1002/AIC.10562,0,1,0,0
10.3280/rsf2015-003005,10.1192/bjp.190.5s6,,0,0,0,0
10.1161/hc1102.105289,10.1161/circ.96.4.1313,,0,0,0,0
10.1161/01.res.39.2.238,10.1161/res.5.4.357,,0,0,0,0
10.1002/jclp.22070,10.1111/j.1741‐3737.2005.00167.x,,0,0,0,0
10.1161/01.cir.70.3.445,10.1161/circ.60.4.476877,,0,0,0,0
10.1161/01.res.0000051885.70159.12,10.1161/res.83.5.516,,0,0,0,0
10.1111/bjhp.12152,10.1037/0033‐2909.124.1.54,,0,0,0,0
10.1007/s11104-016-2976-0,10.1073/pnas.0604666104.,10.1073/PNAS.0604666104,0,0,1,0
10.1145/122344.122352,10.5555/1029786.1029795,,0,0,0,0
10.1161/01.hyp.11.3_pt_2.ii96,10.1161/circ.68.3.6223721,,0,0,0,0
10.1161/01.res.0000067471.95890.5c,10.1161/res.86.8.846,,0,0,0,0
10.3389/fgene.2020.00131,10.1007/s40265-016-0657-110.1089/nat.2017.0682,,0,0,0,0
10.1161/01.str.25.2.445,10.1161/str.24.11.7694393,,0,0,0,0
10.4018/978-1-5225-8128-4.ch009,10.15639/teflinjournal.v27i2/166-181,10.15639/teflinjournal.v27i2/166-181,1,0,0,0
10.1088/1674-1056/ab8456,10.11889/j.0253-3219.2016.hjs.39.020603,10.11889/j.0253-3219.2016.hjs.39.020603,1,0,0,0
10.1161/01.cir.92.11.3172,10.1161/circ.89.5.8181171,,0,0,0,0
10.2307/1311969,10.2307/1691941,,0,0,0,0
10.1080/01639625.2017.1419684,10.1007/s111136-010-9740-3,,0,0,0,0
10.1145/3009837.3009877,10.5555/645891.671433,,0,0,0,0
10.1073/pnas.94.23.12407,10.1111/j.1432--1033.1989.tb15057.x,,0,0,0,0
10.2307/30147086,10.2307/30105075,,0,0,0,0
10.1145/2470654.2481363,10.5555/2305316.2305374,,0,0,0,0
10.4236/oje.2013.36044,10.1890/06-1444.1?,10.1890/06-1444.1?,1,0,0,0
10.1016/j.jcyt.2014.05.005,10.1186/scrt329,10.1186/scrt329,1,0,0,0
10.1002/9781118540190.wbeic022,10.1037/0022‐3514.53.4.743,,0,0,0,0
10.1161/01.cir.54.3.452,10.1161/circ.47.1.86,,0,0,0,0
10.1161/strokeaha.108.531285,10.1161/str.31.8.1925,,0,0,0,0
10.1161/01.res.77.3.611,10.1161/circ.84.1.2060105,,0,0,0,0
10.1007/s10596-020-09981-2,10.1016/j.cma.2007.01.13,,0,0,0,0
10.1161/hy1001.092649,10.1161/res.67.6.2147130,,0,0,0,0
10.3389/fcell.2020.00109,10.1210/en.2018-2048,,0,0,0,0
10.2478/s11696-012-0142-6,10.1016/j.mseb.2006.07.037.http://dx.doi.org/10.1016/j.mseb.2006.07.037,10.1016/J.MSEB.2006.07.037,0,1,0,0
10.1145/2702123.2702295,10.5555/944919.944937,,0,0,0,0
10.1161/01.str.0000173403.60553.27,10.1161/str.30.10.2131,,0,0,0,0
10.1080/15377903.2019.1660748,10.1007/s12310-01409128-6,,0,0,0,0
10.1007/s11356-020-07936-9,10.11764/j.issn.1672-1926.2014.02.0141,,0,0,0,0
10.2478/s11696-014-0539-5,10.1039/b003010o.,10.1039/B003010O,0,0,1,0
10.1086/680013,10.2307/41988548,,0,0,0,0
10.3389/fcimb.2015.00060,10.1016/j.tube.,,0,0,0,0
10.1101/476408,10.1002/nafm.10063.,10.1002/NAFM.10063,0,0,1,0
10.1088/2053-1591/ab5261,10.5923/j.nn.20180801.01,,0,0,0,0
10.1177/0898264319830805,10.1097/001942-200105000-00004,,0,0,0,0
10.1017/9781108348607.007,10.1515/9781503603042,10.1515/9781503603042,1,0,0,0
10.1145/3127479.3132254,10.5555/645921.673145,,0,0,0,0
10.1080/1536383x.2017.1389906,10.1186/s11671-015-1216-5.,10.1186/S11671-015-1216-5,0,0,1,0
10.1002/2013jf002737,10.1002/3sp.3392,,0,0,0,0
10.1007/978-1-4939-7003-2_17,10.1111/j.1751–1097.2008.00435.x,,0,0,0,0
10.1145/2642937.2642972,10.5555/1308173.1308264,,0,0,0,0
10.1161/01.atv.18.11.1723,10.1161/circ.82.2.2372896,,0,0,0,0
10.1161/01.cir.99.18.2361,10.1161/circ.97.5.421,,0,0,0,0
10.1161/01.cir.89.1.142,10.1161/circ.83.4.2013149,,0,0,0,0
10.1093/mind/fzt030,10.1215-110-4-495,,0,0,0,0
10.1161/01.hyp.5.6.814,10.1161/circ.51.2.1112009,,0,0,0,0
10.1007/978-3-030-22063-1_51,10.1051/matecconf.2018,,0,0,0,0
10.1145/2492517.2500282,10.5555/2074158.2074196,,0,0,0,0
10.1080/02701960.2018.1506775,10.1080/03601270390231166,,0,0,0,0
10.1002/oa.2308,10.1016/j.has.2011.06.001,,0,0,0,0
10.1101/2019.12.27.889345,10.1021/acs.chemrev.6b00296.,10.1021/ACS.CHEMREV.6B00296,0,0,1,0
10.1161/01.cir.96.2.475,10.1161/circ.77.2.2962786,,0,0,0,0
10.1161/01.hyp.37.6.1404,10.1161/circ.86.4.1394918,,0,0,0,0
10.1603/0046-225x-35.2.351,10.1093/jee/94.5.1177,,0,0,0,0
10.1161/01.res.38.2.115,10.1161/circ.48.5.959,,0,0,0,0
10.1002/dac.3855,10.1145/3012426.3022184,10.1145/3012426.3022184,1,0,0,0
10.1161/circoutcomes.108.829143,10.1161/circ.102.15.1773,,0,0,0,0
10.1177/0959683617702223,10.1177/0959683616652701.,10.1177/0959683616652701,0,0,1,0
10.3389/fphar.2020.01101,10.4414/smw.2107.14533,,0,0,0,0
10.1177/1745691616635592,10.1371/journal.pone.0036680.,10.1371/JOURNAL.PONE.0036680,0,0,1,0
10.1161/01.cir.60.1.164,10.1161/circ.55.3.319920,,0,0,0,0
10.1145/1090191.1080103,10.5555/839292.843086,,0,0,0,0
10.1161/circulationaha.107.182615,10.1161/circ.89.4.8149520,,0,0,0,0
10.1161/01.cir.94.6.1465,10.1161/circ.67.6.6851031,,0,0,0,0
10.35771/engdoi.2018.31.4.016,10.15702/mall.2013.16.2.71,10.15702/mall.2013.16.2.71,1,0,0,0
10.3390/ph11020057,10.1186/gm326,10.1186/gm326,1,0,0,0
10.3389/fnbot.2017.00022,10.1152/jn.00605.2001,,0,0,0,0
10.11647/obp.0141,10.1080/00358533.2010.49897,,0,0,0,0
10.1161/res.90.1.2,10.1161/circ.99.12.1560,,0,0,0,0
10.1128/jcm.02593-20,10.3201/eid2610.202403,10.3201/eid2610.202403,1,0,0,0
10.1161/01.res.37.1.1,10.1161/res.34.5.599,,0,0,0,0
10.1161/01.cir.69.5.1058,10.1161/circ.62.3.6446989,,0,0,0,0
10.1080/00948705.2013.832262,10.1080/00948705.1998.9714565.,10.1080/00948705.1998.9714565,0,0,1,0
10.2307/1308005,10.2307/66224,,0,0,0,0
10.17116/repro201723148-53,10.1016/j.rbmo.2016.09.11,,0,0,0,0
10.1080/15427609.2016.1166014,10.177/071932510361247,,0,0,0,0
10.1161/01.str.0000189624.06836.03,10.1161/str.26.10.1801,,0,0,0,0
10.1161/01.cir.101.15.1861,10.1161/circ.96.10.3710,,0,0,0,0
10.1145/3361525.3361548,10.5555/1315451.1315479,,0,0,0,0
10.1007/978-3-030-37277-4_45,10.1504/ijehv.2017.08281,,0,0,0,0
10.1063/1.2990756,10.1117/1.2169755,,0,0,0,0
10.1145/384286.264163,10.5555/1267638.1267646,,0,0,0,0
10.1007/978-981-15-1960-4_8,10.7818/re.2014.25-2.00,,0,0,0,0
10.1145/3125433.3125472,10.5555/2017296.2017298,,0,0,0,0
10.3389/fimmu.2018.00313,10.1189/jlb.72.4.727,,0,0,0,0
10.1161/01.res.76.2.223,10.1161/res.72.1.8417848,,0,0,0,0
10.1007/978-3-319-28492-7_27,10.1080/10443410.2011.654190,,0,0,0,0
10.1161/hypertensionaha.111.00793,10.1161/hyp.33.3.781,,0,0,0,0
10.3389/fcimb.2016.00075,10.1016/j.cmi.2016.03.028.,10.1016/J.CMI.2016.03.028,0,0,1,0
10.2478/s11696-011-0052-z,10.1016/j.tet.2004.03.052.http://dx.doi.org/10.1016/j.tet.2004.03.052,10.1016/J.TET.2004.03.052,0,1,0,0
10.1161/01.res.79.5.940,10.1161/res.68.3.1742868,,0,0,0,0
10.3233/prm-190604,10.1080/,,0,0,0,0
10.5951/jresematheduc.44.1.0037,10.2307/1393219,,0,0,0,0
10.1002/047167849x.bio008.pub2,10.1016/0163‐7827(84)90004‐3,,0,0,0,0
10.5812/ijpbs.104727,10.1101/2020/03/08/2020.03.05.20031898,,0,0,0,0
10.1161/01.str.29.12.2501,10.1161/str.26.10.1787,,0,0,0,0
10.1007/978-3-319-22404-6_19,10.1093/imanum/22.3.329,10.1093/imanum/22.3.329,1,0,0,0
10.1145/3344429.3372508,10.5555/2818754.2818828,,0,0,0,0
10.1161/01.cir.94.5.992,10.1161/circ.92.11.3220,,0,0,0,0
10.1161/01.str.28.11.2252,10.1161/str.21.9.2396268,,0,0,0,0
10.1080/00918369.2015.1021637,10.1080/15504280903472949,10.1080/15504280903472949,1,0,0,0
10.1080/10926771.2017.1289999,10.1037/a003263,,0,0,0,0
10.1161/01.cir.101.9.1034,10.1161/atvb.17.10.2115,,0,0,0,0
10.1007/978-3-319-95630-5_55,10.1109/meacs.2015,,0,0,0,0
10.1161/01.cir.92.11.3158,10.1161/circ.91.7.2093,,0,0,0,0
10.1145/502807.502808,10.5555/519452.830772,,0,0,0,0
10.1161/01.hyp.34.4.574,10.1161/res.82.1.21,,0,0,0,0
10.3280/pnei2018-001003,10.1177/096120331349995,,0,0,0,0
10.1161/01.hyp.38.2.227,10.1161/hyp.36.1.137,,0,0,0,0
10.1007/s00248-019-01367-x,10.1111/j.0030-1299.20054/13512.x,,0,0,0,0
10.15237/gida.gd19121,10.1016/j.copbio.2016.11.010.,10.1016/J.COPBIO.2016.11.010,0,0,1,0
10.2478/s11687-012-0040-z,10.1007/s00436-009-1466-1http://dx.doi.org/10.1007/s00436-009-1466-1,10.1007/S00436-009-1466-1,0,1,0,0
10.1002/2016jd025564,10.5194/acp‐9‐945‐2009,,0,0,0,0
10.3233/ip-190195,10.1007/s13398-014-0173-7.2,,0,0,0,0
10.1172/jci144115,10.3390/pathogens9070529,10.3390/pathogens9070529,1,0,0,0
10.1161/01.cir.72.6.1327,10.1161/circ.72.2.4006146,,0,0,0,0
10.1161/01.str.32.2.392,10.1161/str.22.2.2003285,,0,0,0,0
10.1080/13506285.2015.1121946,10.1371/journal.pone0023552,,0,0,0,0
10.1161/01.atv.0000015330.64968.c4,10.1161/circ.97.12.1129,,0,0,0,0
10.1002/9781119438519.ch8,10.1111/j.1752‐0606.1997.tb00239.x,,0,0,0,0
10.1080/10485252.2017.1306627,10.2307/2346101,,0,0,0,0
10.1161/01.cir.90.4.2126,10.1161/circ.77.3.3342483,,0,0,0,0
10.1515/chempap-2015-0121,10.1039/ja9961100,,0,0,0,0
10.1080/23328940.2017.1304194,10.1007/s40279-016-0483-3.,10.1007/S40279-016-0483-3,0,0,1,0
10.1007/978-3-030-37218-7_116,10.1681/asn,,0,0,0,0
10.1007/s40521-019-0201-0,10.3390/ijms18061223.,10.3390/IJMS18061223,0,0,1,0
10.1002/rog.20022,10.1007/s10236‐003‐0082‐3,,0,0,0,0
10.3139/217.3597,10.016/j.polymdegradstab.2007.02.018,,0,0,0,0
10.1139/cjz-2014-0226,10.1111/j.1439.0310.2006.01284.x,,0,0,0,0
10.1145/2757667.2757671,10.5555/1776200.1776210,,0,0,0,0
10.1161/strokeaha.110.596817,10.1161/str.29.11.2325,,0,0,0,0
10.1007/978-3-030-14943-7_4,10.1146/annuvev.me.23.020172.002203,,0,0,0,0
10.1101/2020.09.01.276626,10.1101/lm.1.2.140,,0,0,0,0
10.1007/978-3-319-61346-8_2,10.1515/reveh.2008.23.4.24,,0,0,0,0
10.1145/2377677.2377764,10.5555/839292.843009,,0,0,0,0
10.1179/jbr.1996.19.2.235,10.1080/00040851.1993.12003017,,0,0,0,0
10.1038/s41598-020-63271-6,10.1111/j.1468-3083.2012.04622.x.,10.1111/J.1468-3083.2012.04622.X,0,0,1,0
10.1007/s41825-017-0007-2,10.2307/2265183,,0,0,0,0
